cargo,dept,seats,party,votes
diputado,Amazonas,2,VOTOS EN BLANCO,26893
diputado,Amazonas,2,VOTOS NULOS,9312
diputado,Amazonas,2,FUERZA POPULAR,8578
diputado,Amazonas,2,AHORA NACIÓN - AN,3861
diputado,Amazonas,2,ALIANZA PARA EL PROGRESO,2132
diputado,Amazonas,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2034
diputado,Amazonas,2,RENOVACIÓN POPULAR,1954
diputado,Amazonas,2,PARTIDO DEL BUEN GOBIERNO,1826
diputado,Amazonas,2,ALIANZA ELECTORAL VENCEREMOS,1718
diputado,Amazonas,2,PODEMOS PERÚ,1407
diputado,Amazonas,2,PARTIDO PAÍS PARA TODOS,919
diputado,Amazonas,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,819
diputado,Amazonas,2,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",781
diputado,Amazonas,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,701
diputado,Amazonas,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,484
diputado,Amazonas,2,PARTIDO POLÍTICO PERÚ PRIMERO,443
diputado,Amazonas,2,PARTIDO APRISTA PERUANO,403
diputado,Amazonas,2,PARTIDO PATRIÓTICO DEL PERÚ,355
diputado,Amazonas,2,PARTIDO FRENTE DE LA ESPERANZA 2021,334
diputado,Amazonas,2,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,260
diputado,Amazonas,2,PARTIDO DEMÓCRATA VERDE,248
diputado,Amazonas,2,PARTIDO MORADO,235
diputado,Amazonas,2,PARTIDO DEMÓCRATA UNIDO PERÚ,217
diputado,Amazonas,2,UN CAMINO DIFERENTE,191
diputado,Amazonas,2,PROGRESEMOS,145
diputado,Amazonas,2,PARTIDO DEMOCRATICO FEDERAL,127
diputado,Amazonas,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,124
diputado,Amazonas,2,LIBERTAD POPULAR,115
diputado,Amazonas,2,PARTIDO POLÍTICO PRIN,75
diputado,Amazonas,2,UNIDAD NACIONAL,72
diputado,Amazonas,2,FUERZA Y LIBERTAD,68
diputado,Amazonas,2,PERÚ MODERNO,33
diputado,Áncash,5,VOTOS EN BLANCO,25643
diputado,Áncash,5,VOTOS NULOS,21862
diputado,Áncash,5,JUNTOS POR EL PERÚ,18784
diputado,Áncash,5,FUERZA POPULAR,15570
diputado,Áncash,5,AHORA NACIÓN - AN,7488
diputado,Áncash,5,PARTIDO PAÍS PARA TODOS,7459
diputado,Áncash,5,PARTIDO CÍVICO OBRAS,7443
diputado,Áncash,5,PODEMOS PERÚ,5013
diputado,Áncash,5,PARTIDO DEMOCRÁTICO SOMOS PERÚ,4442
diputado,Áncash,5,RENOVACIÓN POPULAR,4028
diputado,Áncash,5,PARTIDO DEL BUEN GOBIERNO,3630
diputado,Áncash,5,ALIANZA PARA EL PROGRESO,2658
diputado,Áncash,5,PARTIDO DEMÓCRATA VERDE,1519
diputado,Áncash,5,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1441
diputado,Áncash,5,PARTIDO FRENTE DE LA ESPERANZA 2021,1375
diputado,Áncash,5,PARTIDO APRISTA PERUANO,1348
diputado,Áncash,5,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1323
diputado,Áncash,5,PARTIDO POLÍTICO PERÚ PRIMERO,973
diputado,Áncash,5,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,917
diputado,Áncash,5,ALIANZA ELECTORAL VENCEREMOS,843
diputado,Áncash,5,PROGRESEMOS,671
diputado,Áncash,5,PARTIDO POLÍTICO COOPERACIÓN POPULAR,660
diputado,Áncash,5,PARTIDO PATRIÓTICO DEL PERÚ,656
diputado,Áncash,5,LIBERTAD POPULAR,641
diputado,Áncash,5,PARTIDO DEMÓCRATA UNIDO PERÚ,635
diputado,Áncash,5,PARTIDO MORADO,554
diputado,Áncash,5,UN CAMINO DIFERENTE,343
diputado,Áncash,5,FE EN EL PERÚ,309
diputado,Áncash,5,FUERZA Y LIBERTAD,271
diputado,Áncash,5,PARTIDO POLÍTICO PERÚ ACCIÓN,252
diputado,Áncash,5,SALVEMOS AL PERÚ,247
diputado,Áncash,5,UNIDAD NACIONAL,183
diputado,Áncash,5,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,171
diputado,Áncash,5,PARTIDO DEMOCRATICO FEDERAL,162
diputado,Áncash,5,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,149
diputado,Áncash,5,PARTIDO POLÍTICO PRIN,129
diputado,Apurímac,2,JUNTOS POR EL PERÚ,18410
diputado,Apurímac,2,VOTOS EN BLANCO,11139
diputado,Apurímac,2,VOTOS NULOS,8437
diputado,Apurímac,2,AHORA NACIÓN - AN,4514
diputado,Apurímac,2,PARTIDO CÍVICO OBRAS,4262
diputado,Apurímac,2,FUERZA POPULAR,2168
diputado,Apurímac,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1632
diputado,Apurímac,2,PARTIDO DEL BUEN GOBIERNO,1345
diputado,Apurímac,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1109
diputado,Apurímac,2,PODEMOS PERÚ,1065
diputado,Apurímac,2,ALIANZA PARA EL PROGRESO,896
diputado,Apurímac,2,RENOVACIÓN POPULAR,810
diputado,Apurímac,2,PROGRESEMOS,720
diputado,Apurímac,2,ALIANZA ELECTORAL VENCEREMOS,697
diputado,Apurímac,2,LIBERTAD POPULAR,522
diputado,Apurímac,2,PARTIDO POLÍTICO PERÚ PRIMERO,447
diputado,Apurímac,2,PARTIDO PAÍS PARA TODOS,425
diputado,Apurímac,2,PARTIDO PATRIÓTICO DEL PERÚ,419
diputado,Apurímac,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,298
diputado,Apurímac,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,287
diputado,Apurímac,2,PARTIDO DEMÓCRATA VERDE,286
diputado,Apurímac,2,SALVEMOS AL PERÚ,243
diputado,Apurímac,2,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,230
diputado,Apurímac,2,PARTIDO APRISTA PERUANO,218
diputado,Apurímac,2,PARTIDO MORADO,185
diputado,Apurímac,2,FUERZA Y LIBERTAD,137
diputado,Apurímac,2,PARTIDO DEMOCRATICO FEDERAL,131
diputado,Apurímac,2,PARTIDO POLÍTICO PERÚ ACCIÓN,95
diputado,Apurímac,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,91
diputado,Apurímac,2,PARTIDO POLÍTICO PRIN,72
diputado,Apurímac,2,UNIDAD NACIONAL,49
diputado,Apurímac,2,UN CAMINO DIFERENTE,47
diputado,Arequipa,6,VOTOS NULOS,14639
diputado,Arequipa,6,JUNTOS POR EL PERÚ,12168
diputado,Arequipa,6,VOTOS EN BLANCO,9454
diputado,Arequipa,6,PARTIDO CÍVICO OBRAS,8124
diputado,Arequipa,6,PARTIDO DEL BUEN GOBIERNO,7689
diputado,Arequipa,6,PARTIDO PAÍS PARA TODOS,6434
diputado,Arequipa,6,AHORA NACIÓN - AN,4978
diputado,Arequipa,6,FUERZA POPULAR,4536
diputado,Arequipa,6,RENOVACIÓN POPULAR,4050
diputado,Arequipa,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,2106
diputado,Arequipa,6,PODEMOS PERÚ,1946
diputado,Arequipa,6,PARTIDO SICREO,1901
diputado,Arequipa,6,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1856
diputado,Arequipa,6,PARTIDO APRISTA PERUANO,1782
diputado,Arequipa,6,PARTIDO FRENTE DE LA ESPERANZA 2021,1644
diputado,Arequipa,6,ALIANZA PARA EL PROGRESO,1536
diputado,Arequipa,6,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1006
diputado,Arequipa,6,PARTIDO POLÍTICO PERÚ PRIMERO,839
diputado,Arequipa,6,ALIANZA ELECTORAL VENCEREMOS,830
diputado,Arequipa,6,PARTIDO DEMÓCRATA UNIDO PERÚ,750
diputado,Arequipa,6,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,685
diputado,Arequipa,6,PARTIDO PATRIÓTICO DEL PERÚ,575
diputado,Arequipa,6,PROGRESEMOS,508
diputado,Arequipa,6,PARTIDO DEMÓCRATA VERDE,416
diputado,Arequipa,6,PARTIDO DEMOCRÁTICO SOMOS PERÚ,343
diputado,Arequipa,6,UNIDAD NACIONAL,295
diputado,Arequipa,6,FUERZA Y LIBERTAD,250
diputado,Arequipa,6,PARTIDO MORADO,227
diputado,Arequipa,6,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,174
diputado,Arequipa,6,UN CAMINO DIFERENTE,168
diputado,Arequipa,6,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,156
diputado,Arequipa,6,PERÚ MODERNO,155
diputado,Arequipa,6,PARTIDO POLÍTICO PERÚ ACCIÓN,133
diputado,Arequipa,6,PARTIDO DEMOCRATICO FEDERAL,124
diputado,Arequipa,6,FE EN EL PERÚ,116
diputado,Arequipa,6,SALVEMOS AL PERÚ,109
diputado,Arequipa,6,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,72
diputado,Arequipa,6,PARTIDO POLÍTICO PRIN,68
diputado,Ayacucho,3,JUNTOS POR EL PERÚ,23942
diputado,Ayacucho,3,VOTOS EN BLANCO,16713
diputado,Ayacucho,3,VOTOS NULOS,15683
diputado,Ayacucho,3,AHORA NACIÓN - AN,10508
diputado,Ayacucho,3,PARTIDO CÍVICO OBRAS,7972
diputado,Ayacucho,3,FUERZA POPULAR,4975
diputado,Ayacucho,3,PARTIDO DEL BUEN GOBIERNO,3036
diputado,Ayacucho,3,PODEMOS PERÚ,3000
diputado,Ayacucho,3,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,2219
diputado,Ayacucho,3,PARTIDO POLÍTICO PERÚ PRIMERO,2094
diputado,Ayacucho,3,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1924
diputado,Ayacucho,3,ALIANZA ELECTORAL VENCEREMOS,1630
diputado,Ayacucho,3,RENOVACIÓN POPULAR,1425
diputado,Ayacucho,3,PARTIDO DEMÓCRATA UNIDO PERÚ,1278
diputado,Ayacucho,3,ALIANZA PARA EL PROGRESO,1225
diputado,Ayacucho,3,PARTIDO FRENTE DE LA ESPERANZA 2021,1213
diputado,Ayacucho,3,LIBERTAD POPULAR,1145
diputado,Ayacucho,3,PARTIDO PAÍS PARA TODOS,1084
diputado,Ayacucho,3,PARTIDO POLÍTICO COOPERACIÓN POPULAR,863
diputado,Ayacucho,3,PARTIDO DEMOCRÁTICO SOMOS PERÚ,774
diputado,Ayacucho,3,PARTIDO DEMÓCRATA VERDE,600
diputado,Ayacucho,3,PROGRESEMOS,525
diputado,Ayacucho,3,PARTIDO APRISTA PERUANO,461
diputado,Ayacucho,3,PERÚ MODERNO,373
diputado,Ayacucho,3,FUERZA Y LIBERTAD,206
diputado,Ayacucho,3,UN CAMINO DIFERENTE,168
diputado,Ayacucho,3,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,140
diputado,Ayacucho,3,PARTIDO DEMOCRATICO FEDERAL,128
diputado,Ayacucho,3,UNIDAD NACIONAL,106
diputado,Ayacucho,3,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,105
diputado,Cajamarca,6,JUNTOS POR EL PERÚ,31247
diputado,Cajamarca,6,VOTOS EN BLANCO,19877
diputado,Cajamarca,6,VOTOS NULOS,15312
diputado,Cajamarca,6,FUERZA POPULAR,8613
diputado,Cajamarca,6,PARTIDO CÍVICO OBRAS,5755
diputado,Cajamarca,6,ALIANZA PARA EL PROGRESO,3480
diputado,Cajamarca,6,AHORA NACIÓN - AN,3036
diputado,Cajamarca,6,PARTIDO DEL BUEN GOBIERNO,2576
diputado,Cajamarca,6,PODEMOS PERÚ,2256
diputado,Cajamarca,6,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2153
diputado,Cajamarca,6,RENOVACIÓN POPULAR,2069
diputado,Cajamarca,6,PARTIDO POLÍTICO PERÚ PRIMERO,1741
diputado,Cajamarca,6,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1472
diputado,Cajamarca,6,PARTIDO PAÍS PARA TODOS,1240
diputado,Cajamarca,6,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1137
diputado,Cajamarca,6,PARTIDO FRENTE DE LA ESPERANZA 2021,665
diputado,Cajamarca,6,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,651
diputado,Cajamarca,6,LIBERTAD POPULAR,572
diputado,Cajamarca,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,542
diputado,Cajamarca,6,PARTIDO APRISTA PERUANO,520
diputado,Cajamarca,6,PARTIDO MORADO,496
diputado,Cajamarca,6,ALIANZA ELECTORAL VENCEREMOS,418
diputado,Cajamarca,6,PARTIDO POLÍTICO COOPERACIÓN POPULAR,393
diputado,Cajamarca,6,UN CAMINO DIFERENTE,356
diputado,Cajamarca,6,PARTIDO DEMÓCRATA VERDE,326
diputado,Cajamarca,6,PARTIDO DEMÓCRATA UNIDO PERÚ,242
diputado,Cajamarca,6,UNIDAD NACIONAL,232
diputado,Cajamarca,6,PROGRESEMOS,208
diputado,Cajamarca,6,SALVEMOS AL PERÚ,187
diputado,Cajamarca,6,PARTIDO DEMOCRATICO FEDERAL,165
diputado,Cajamarca,6,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,165
diputado,Cajamarca,6,PERÚ MODERNO,122
diputado,Cajamarca,6,PARTIDO POLÍTICO PRIN,120
diputado,Cajamarca,6,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,75
diputado,Cajamarca,6,PARTIDO POLÍTICO PERÚ ACCIÓN,57
diputado,Cajamarca,6,FUERZA Y LIBERTAD,54
diputado,Callao,4,VOTOS NULOS,80599
diputado,Callao,4,FUERZA POPULAR,63475
diputado,Callao,4,PARTIDO DEL BUEN GOBIERNO,55714
diputado,Callao,4,RENOVACIÓN POPULAR,54764
diputado,Callao,4,VOTOS EN BLANCO,51673
diputado,Callao,4,PARTIDO PAÍS PARA TODOS,32746
diputado,Callao,4,PARTIDO CÍVICO OBRAS,26155
diputado,Callao,4,AHORA NACIÓN - AN,26090
diputado,Callao,4,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",16703
diputado,Callao,4,JUNTOS POR EL PERÚ,10632
diputado,Callao,4,PARTIDO APRISTA PERUANO,7469
diputado,Callao,4,PARTIDO DEMOCRÁTICO SOMOS PERÚ,5341
diputado,Callao,4,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,4671
diputado,Callao,4,PARTIDO FRENTE DE LA ESPERANZA 2021,4638
diputado,Callao,4,PODEMOS PERÚ,4590
diputado,Callao,4,ALIANZA PARA EL PROGRESO,4440
diputado,Callao,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,4184
diputado,Callao,4,PROGRESEMOS,3244
diputado,Callao,4,UNIDAD NACIONAL,3070
diputado,Callao,4,LIBERTAD POPULAR,3060
diputado,Callao,4,PARTIDO MORADO,2663
diputado,Callao,4,PARTIDO PATRIÓTICO DEL PERÚ,2643
diputado,Callao,4,PARTIDO POLÍTICO PERÚ PRIMERO,2513
diputado,Callao,4,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2076
diputado,Callao,4,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1761
diputado,Callao,4,ALIANZA ELECTORAL VENCEREMOS,1712
diputado,Callao,4,PARTIDO DEMÓCRATA VERDE,1557
diputado,Callao,4,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1397
diputado,Callao,4,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,1042
diputado,Callao,4,UN CAMINO DIFERENTE,787
diputado,Callao,4,FUERZA Y LIBERTAD,785
diputado,Callao,4,PARTIDO POLÍTICO PRIN,689
diputado,Callao,4,PARTIDO POLÍTICO PERÚ ACCIÓN,664
diputado,Callao,4,FE EN EL PERÚ,532
diputado,Callao,4,SALVEMOS AL PERÚ,409
diputado,Callao,4,PERÚ MODERNO,290
diputado,Cusco,5,JUNTOS POR EL PERÚ,20109
diputado,Cusco,5,VOTOS NULOS,15602
diputado,Cusco,5,VOTOS EN BLANCO,12600
diputado,Cusco,5,AHORA NACIÓN - AN,10816
diputado,Cusco,5,PARTIDO CÍVICO OBRAS,10666
diputado,Cusco,5,PARTIDO DEL BUEN GOBIERNO,4622
diputado,Cusco,5,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,3330
diputado,Cusco,5,FUERZA POPULAR,2353
diputado,Cusco,5,PARTIDO FRENTE DE LA ESPERANZA 2021,2257
diputado,Cusco,5,ALIANZA ELECTORAL VENCEREMOS,2108
diputado,Cusco,5,RENOVACIÓN POPULAR,1950
diputado,Cusco,5,PODEMOS PERÚ,1660
diputado,Cusco,5,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1464
diputado,Cusco,5,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1340
diputado,Cusco,5,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1325
diputado,Cusco,5,ALIANZA PARA EL PROGRESO,1221
diputado,Cusco,5,PARTIDO PAÍS PARA TODOS,1060
diputado,Cusco,5,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,995
diputado,Cusco,5,PARTIDO PATRIÓTICO DEL PERÚ,910
diputado,Cusco,5,PARTIDO APRISTA PERUANO,846
diputado,Cusco,5,PARTIDO POLÍTICO PERÚ PRIMERO,710
diputado,Cusco,5,PROGRESEMOS,694
diputado,Cusco,5,PARTIDO DEMÓCRATA UNIDO PERÚ,628
diputado,Cusco,5,PARTIDO DEMÓCRATA VERDE,438
diputado,Cusco,5,LIBERTAD POPULAR,382
diputado,Cusco,5,PARTIDO POLÍTICO PRIN,281
diputado,Cusco,5,SALVEMOS AL PERÚ,222
diputado,Cusco,5,PARTIDO DEMOCRATICO FEDERAL,184
diputado,Cusco,5,FUERZA Y LIBERTAD,175
diputado,Cusco,5,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,147
diputado,Cusco,5,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,139
diputado,Cusco,5,PARTIDO POLÍTICO PERÚ ACCIÓN,127
diputado,Cusco,5,UN CAMINO DIFERENTE,99
diputado,Cusco,5,UNIDAD NACIONAL,95
diputado,Cusco,5,PERÚ MODERNO,69
diputado,Huancavelica,2,JUNTOS POR EL PERÚ,18134
diputado,Huancavelica,2,VOTOS EN BLANCO,12383
diputado,Huancavelica,2,VOTOS NULOS,8243
diputado,Huancavelica,2,FUERZA POPULAR,3980
diputado,Huancavelica,2,AHORA NACIÓN - AN,3966
diputado,Huancavelica,2,PODEMOS PERÚ,2929
diputado,Huancavelica,2,ALIANZA PARA EL PROGRESO,2080
diputado,Huancavelica,2,PARTIDO DEL BUEN GOBIERNO,1173
diputado,Huancavelica,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1088
diputado,Huancavelica,2,RENOVACIÓN POPULAR,868
diputado,Huancavelica,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,747
diputado,Huancavelica,2,PARTIDO POLÍTICO PERÚ PRIMERO,665
diputado,Huancavelica,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,561
diputado,Huancavelica,2,ALIANZA ELECTORAL VENCEREMOS,529
diputado,Huancavelica,2,PARTIDO PAÍS PARA TODOS,504
diputado,Huancavelica,2,PROGRESEMOS,439
diputado,Huancavelica,2,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",355
diputado,Huancavelica,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,258
diputado,Huancavelica,2,PARTIDO DEMÓCRATA VERDE,252
diputado,Huancavelica,2,PARTIDO APRISTA PERUANO,157
diputado,Huancavelica,2,UNIDAD NACIONAL,107
diputado,Huancavelica,2,PARTIDO POLÍTICO PERÚ ACCIÓN,99
diputado,Huancavelica,2,FUERZA Y LIBERTAD,93
diputado,Huancavelica,2,PARTIDO DEMOCRATICO FEDERAL,92
diputado,Huancavelica,2,LIBERTAD POPULAR,75
diputado,Huancavelica,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,56
diputado,Huancavelica,2,UN CAMINO DIFERENTE,55
diputado,Huancavelica,2,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,37
diputado,Huancavelica,2,PERÚ MODERNO,26
diputado,Huánuco,3,JUNTOS POR EL PERÚ,14772
diputado,Huánuco,3,VOTOS EN BLANCO,11585
diputado,Huánuco,3,VOTOS NULOS,10270
diputado,Huánuco,3,FUERZA POPULAR,6273
diputado,Huánuco,3,PARTIDO CÍVICO OBRAS,4865
diputado,Huánuco,3,PARTIDO PAÍS PARA TODOS,2363
diputado,Huánuco,3,AHORA NACIÓN - AN,2261
diputado,Huánuco,3,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1920
diputado,Huánuco,3,RENOVACIÓN POPULAR,1909
diputado,Huánuco,3,PODEMOS PERÚ,1474
diputado,Huánuco,3,PARTIDO DEL BUEN GOBIERNO,1141
diputado,Huánuco,3,PARTIDO POLÍTICO PERÚ PRIMERO,844
diputado,Huánuco,3,PARTIDO DEMOCRÁTICO SOMOS PERÚ,844
diputado,Huánuco,3,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,552
diputado,Huánuco,3,ALIANZA PARA EL PROGRESO,551
diputado,Huánuco,3,ALIANZA ELECTORAL VENCEREMOS,441
diputado,Huánuco,3,PARTIDO FRENTE DE LA ESPERANZA 2021,415
diputado,Huánuco,3,PARTIDO PATRIÓTICO DEL PERÚ,408
diputado,Huánuco,3,PARTIDO SICREO,368
diputado,Huánuco,3,LIBERTAD POPULAR,299
diputado,Huánuco,3,PARTIDO DEMÓCRATA VERDE,297
diputado,Huánuco,3,PROGRESEMOS,217
diputado,Huánuco,3,PARTIDO APRISTA PERUANO,187
diputado,Huánuco,3,PARTIDO POLÍTICO COOPERACIÓN POPULAR,176
diputado,Huánuco,3,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,121
diputado,Huánuco,3,PARTIDO MORADO,109
diputado,Huánuco,3,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,97
diputado,Huánuco,3,UN CAMINO DIFERENTE,96
diputado,Huánuco,3,FUERZA Y LIBERTAD,75
diputado,Huánuco,3,UNIDAD NACIONAL,72
diputado,Huánuco,3,PARTIDO POLÍTICO PRIN,70
diputado,Huánuco,3,PERÚ MODERNO,41
diputado,Ica,4,VOTOS NULOS,14076
diputado,Ica,4,FUERZA POPULAR,10161
diputado,Ica,4,VOTOS EN BLANCO,8405
diputado,Ica,4,PARTIDO DEL BUEN GOBIERNO,6615
diputado,Ica,4,PARTIDO CÍVICO OBRAS,6178
diputado,Ica,4,RENOVACIÓN POPULAR,5793
diputado,Ica,4,PARTIDO PAÍS PARA TODOS,5079
diputado,Ica,4,AHORA NACIÓN - AN,5038
diputado,Ica,4,JUNTOS POR EL PERÚ,4284
diputado,Ica,4,ALIANZA PARA EL PROGRESO,2520
diputado,Ica,4,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2105
diputado,Ica,4,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2087
diputado,Ica,4,PODEMOS PERÚ,2001
diputado,Ica,4,PARTIDO SICREO,1669
diputado,Ica,4,PARTIDO APRISTA PERUANO,1481
diputado,Ica,4,PARTIDO FRENTE DE LA ESPERANZA 2021,1027
diputado,Ica,4,PROGRESEMOS,962
diputado,Ica,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,935
diputado,Ica,4,PARTIDO POLÍTICO PERÚ PRIMERO,593
diputado,Ica,4,PARTIDO PATRIÓTICO DEL PERÚ,502
diputado,Ica,4,ALIANZA ELECTORAL VENCEREMOS,439
diputado,Ica,4,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,434
diputado,Ica,4,PARTIDO POLÍTICO COOPERACIÓN POPULAR,375
diputado,Ica,4,PARTIDO MORADO,371
diputado,Ica,4,LIBERTAD POPULAR,354
diputado,Ica,4,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,339
diputado,Ica,4,PARTIDO DEMÓCRATA UNIDO PERÚ,323
diputado,Ica,4,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,294
diputado,Ica,4,UNIDAD NACIONAL,261
diputado,Ica,4,PARTIDO DEMÓCRATA VERDE,224
diputado,Ica,4,UN CAMINO DIFERENTE,213
diputado,Ica,4,FUERZA Y LIBERTAD,210
diputado,Ica,4,PARTIDO POLÍTICO PRIN,146
diputado,Ica,4,PARTIDO POLÍTICO PERÚ ACCIÓN,137
diputado,Ica,4,PERÚ MODERNO,134
diputado,Ica,4,SALVEMOS AL PERÚ,127
diputado,Ica,4,PARTIDO DEMOCRATICO FEDERAL,93
diputado,Junín,5,VOTOS NULOS,15807
diputado,Junín,5,VOTOS EN BLANCO,11342
diputado,Junín,5,FUERZA POPULAR,9567
diputado,Junín,5,JUNTOS POR EL PERÚ,7415
diputado,Junín,5,AHORA NACIÓN - AN,6912
diputado,Junín,5,PARTIDO CÍVICO OBRAS,5935
diputado,Junín,5,PARTIDO DEL BUEN GOBIERNO,4134
diputado,Junín,5,RENOVACIÓN POPULAR,3727
diputado,Junín,5,PODEMOS PERÚ,3503
diputado,Junín,5,PARTIDO PAÍS PARA TODOS,2814
diputado,Junín,5,ALIANZA PARA EL PROGRESO,2658
diputado,Junín,5,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,2512
diputado,Junín,5,FUERZA Y LIBERTAD,1284
diputado,Junín,5,PARTIDO FRENTE DE LA ESPERANZA 2021,1145
diputado,Junín,5,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1049
diputado,Junín,5,ALIANZA ELECTORAL VENCEREMOS,849
diputado,Junín,5,PARTIDO POLÍTICO COOPERACIÓN POPULAR,772
diputado,Junín,5,PARTIDO DEMÓCRATA UNIDO PERÚ,623
diputado,Junín,5,PARTIDO POLÍTICO PERÚ PRIMERO,611
diputado,Junín,5,PARTIDO PATRIÓTICO DEL PERÚ,606
diputado,Junín,5,PROGRESEMOS,596
diputado,Junín,5,PARTIDO MORADO,481
diputado,Junín,5,PARTIDO DEMÓCRATA VERDE,456
diputado,Junín,5,PARTIDO APRISTA PERUANO,431
diputado,Junín,5,PARTIDO DEMOCRÁTICO SOMOS PERÚ,373
diputado,Junín,5,UNIDAD NACIONAL,226
diputado,Junín,5,LIBERTAD POPULAR,221
diputado,Junín,5,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,211
diputado,Junín,5,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,184
diputado,Junín,5,SALVEMOS AL PERÚ,149
diputado,Junín,5,FE EN EL PERÚ,140
diputado,Junín,5,UN CAMINO DIFERENTE,136
diputado,Junín,5,PARTIDO POLÍTICO PERÚ ACCIÓN,105
diputado,Junín,5,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,82
diputado,Junín,5,PARTIDO POLÍTICO PRIN,79
diputado,Junín,5,PERÚ MODERNO,31
