cargo,dept,seats,party,votes
diputado,La Libertad,7,VOTOS EN BLANCO,10062
diputado,La Libertad,7,VOTOS NULOS,9942
diputado,La Libertad,7,JUNTOS POR EL PERÚ,7258
diputado,La Libertad,7,FUERZA POPULAR,7210
diputado,La Libertad,7,UN CAMINO DIFERENTE,3404
diputado,La Libertad,7,RENOVACIÓN POPULAR,3221
diputado,La Libertad,7,PARTIDO DEL BUEN GOBIERNO,2708
diputado,La Libertad,7,PARTIDO CÍVICO OBRAS,2451
diputado,La Libertad,7,ALIANZA PARA EL PROGRESO,2243
diputado,La Libertad,7,PODEMOS PERÚ,1674
diputado,La Libertad,7,PARTIDO PAÍS PARA TODOS,1662
diputado,La Libertad,7,PARTIDO APRISTA PERUANO,1465
diputado,La Libertad,7,AHORA NACIÓN - AN,1463
diputado,La Libertad,7,PARTIDO SICREO,836
diputado,La Libertad,7,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",823
diputado,La Libertad,7,PARTIDO DEMOCRÁTICO SOMOS PERÚ,763
diputado,La Libertad,7,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,624
diputado,La Libertad,7,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,521
diputado,La Libertad,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,491
diputado,La Libertad,7,PARTIDO POLÍTICO PERÚ PRIMERO,460
diputado,La Libertad,7,PARTIDO FRENTE DE LA ESPERANZA 2021,452
diputado,La Libertad,7,PARTIDO PATRIÓTICO DEL PERÚ,360
diputado,La Libertad,7,PARTIDO DEMÓCRATA UNIDO PERÚ,226
diputado,La Libertad,7,ALIANZA ELECTORAL VENCEREMOS,225
diputado,La Libertad,7,PROGRESEMOS,173
diputado,La Libertad,7,PARTIDO MORADO,173
diputado,La Libertad,7,LIBERTAD POPULAR,159
diputado,La Libertad,7,PARTIDO POLÍTICO COOPERACIÓN POPULAR,154
diputado,La Libertad,7,PARTIDO DEMÓCRATA VERDE,141
diputado,La Libertad,7,FE EN EL PERÚ,138
diputado,La Libertad,7,FUERZA Y LIBERTAD,127
diputado,La Libertad,7,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,108
diputado,La Libertad,7,PARTIDO POLÍTICO PRIN,100
diputado,La Libertad,7,UNIDAD NACIONAL,88
diputado,La Libertad,7,PARTIDO POLÍTICO PERÚ ACCIÓN,70
diputado,La Libertad,7,PARTIDO DEMOCRATICO FEDERAL,55
diputado,Lambayeque,5,FUERZA POPULAR,5491
diputado,Lambayeque,5,VOTOS NULOS,5076
diputado,Lambayeque,5,VOTOS EN BLANCO,3861
diputado,Lambayeque,5,JUNTOS POR EL PERÚ,2465
diputado,Lambayeque,5,PARTIDO DEL BUEN GOBIERNO,2199
diputado,Lambayeque,5,PARTIDO CÍVICO OBRAS,1549
diputado,Lambayeque,5,RENOVACIÓN POPULAR,1471
diputado,Lambayeque,5,PARTIDO PAÍS PARA TODOS,1461
diputado,Lambayeque,5,ALIANZA PARA EL PROGRESO,1455
diputado,Lambayeque,5,AHORA NACIÓN - AN,962
diputado,Lambayeque,5,PARTIDO DEMOCRÁTICO SOMOS PERÚ,694
diputado,Lambayeque,5,PARTIDO APRISTA PERUANO,659
diputado,Lambayeque,5,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",648
diputado,Lambayeque,5,PARTIDO POLÍTICO PERÚ PRIMERO,401
diputado,Lambayeque,5,PODEMOS PERÚ,381
diputado,Lambayeque,5,PARTIDO FRENTE DE LA ESPERANZA 2021,330
diputado,Lambayeque,5,PARTIDO PATRIÓTICO DEL PERÚ,245
diputado,Lambayeque,5,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,240
diputado,Lambayeque,5,ALIANZA ELECTORAL VENCEREMOS,194
diputado,Lambayeque,5,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,183
diputado,Lambayeque,5,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,181
diputado,Lambayeque,5,PARTIDO MORADO,164
diputado,Lambayeque,5,UN CAMINO DIFERENTE,128
diputado,Lambayeque,5,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,124
diputado,Lambayeque,5,PROGRESEMOS,112
diputado,Lambayeque,5,PARTIDO POLÍTICO COOPERACIÓN POPULAR,98
diputado,Lambayeque,5,UNIDAD NACIONAL,86
diputado,Lambayeque,5,PARTIDO DEMÓCRATA VERDE,72
diputado,Lambayeque,5,LIBERTAD POPULAR,60
diputado,Lambayeque,5,PARTIDO DEMOCRATICO FEDERAL,36
diputado,Lambayeque,5,FE EN EL PERÚ,26
diputado,Lambayeque,5,PARTIDO POLÍTICO PERÚ ACCIÓN,20
diputado,Lambayeque,5,SALVEMOS AL PERÚ,20
diputado,Lambayeque,5,FUERZA Y LIBERTAD,19
diputado,Lambayeque,5,PERÚ MODERNO,16
diputado,Lima,32,RENOVACIÓN POPULAR,642139
diputado,Lima,32,PARTIDO DEL BUEN GOBIERNO,503426
diputado,Lima,32,VOTOS NULOS,486853
diputado,Lima,32,FUERZA POPULAR,483163
diputado,Lima,32,VOTOS EN BLANCO,370183
diputado,Lima,32,AHORA NACIÓN - AN,315528
diputado,Lima,32,PARTIDO CÍVICO OBRAS,260499
diputado,Lima,32,PARTIDO PAÍS PARA TODOS,212620
diputado,Lima,32,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",146054
diputado,Lima,32,PARTIDO SICREO,97944
diputado,Lima,32,JUNTOS POR EL PERÚ,97807
diputado,Lima,32,PARTIDO APRISTA PERUANO,70205
diputado,Lima,32,PARTIDO DEMOCRÁTICO SOMOS PERÚ,61584
diputado,Lima,32,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,48428
diputado,Lima,32,PODEMOS PERÚ,47870
diputado,Lima,32,PARTIDO FRENTE DE LA ESPERANZA 2021,42892
diputado,Lima,32,ALIANZA PARA EL PROGRESO,41162
diputado,Lima,32,LIBERTAD POPULAR,39480
diputado,Lima,32,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,38377
diputado,Lima,32,PROGRESEMOS,32519
diputado,Lima,32,PARTIDO MORADO,27914
diputado,Lima,32,PARTIDO POLÍTICO PERÚ PRIMERO,21763
diputado,Lima,32,UNIDAD NACIONAL,21248
diputado,Lima,32,PARTIDO PATRIÓTICO DEL PERÚ,20627
diputado,Lima,32,ALIANZA ELECTORAL VENCEREMOS,18701
diputado,Lima,32,PARTIDO DEMÓCRATA UNIDO PERÚ,18574
diputado,Lima,32,PARTIDO POLÍTICO COOPERACIÓN POPULAR,16763
diputado,Lima,32,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,16244
diputado,Lima,32,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,13980
diputado,Lima,32,PARTIDO DEMÓCRATA VERDE,12399
diputado,Lima,32,FUERZA Y LIBERTAD,7319
diputado,Lima,32,FE EN EL PERÚ,6757
diputado,Lima,32,UN CAMINO DIFERENTE,6365
diputado,Lima,32,PARTIDO POLÍTICO PRIN,5398
diputado,Lima,32,PARTIDO POLÍTICO PERÚ ACCIÓN,4686
diputado,Lima,32,PERÚ MODERNO,4451
diputado,Lima,32,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,4392
diputado,Lima,32,PARTIDO DEMOCRATICO FEDERAL,4376
diputado,Lima,32,SALVEMOS AL PERÚ,3656
diputado,Lima Provincias,4,VOTOS NULOS,19666
diputado,Lima Provincias,4,FUERZA POPULAR,17895
diputado,Lima Provincias,4,VOTOS EN BLANCO,14879
diputado,Lima Provincias,4,PARTIDO CÍVICO OBRAS,8925
diputado,Lima Provincias,4,JUNTOS POR EL PERÚ,8223
diputado,Lima Provincias,4,RENOVACIÓN POPULAR,7328
diputado,Lima Provincias,4,PARTIDO DEL BUEN GOBIERNO,7209
diputado,Lima Provincias,4,AHORA NACIÓN - AN,5926
diputado,Lima Provincias,4,PARTIDO PAÍS PARA TODOS,5399
diputado,Lima Provincias,4,ALIANZA PARA EL PROGRESO,3131
diputado,Lima Provincias,4,PARTIDO SICREO,2491
diputado,Lima Provincias,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,2393
diputado,Lima Provincias,4,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2212
diputado,Lima Provincias,4,PODEMOS PERÚ,2068
diputado,Lima Provincias,4,PARTIDO FRENTE DE LA ESPERANZA 2021,1801
diputado,Lima Provincias,4,PARTIDO POLÍTICO PERÚ PRIMERO,1231
diputado,Lima Provincias,4,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1199
diputado,Lima Provincias,4,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1135
diputado,Lima Provincias,4,PARTIDO APRISTA PERUANO,818
diputado,Lima Provincias,4,PROGRESEMOS,808
diputado,Lima Provincias,4,PARTIDO DEMÓCRATA UNIDO PERÚ,656
diputado,Lima Provincias,4,PARTIDO PATRIÓTICO DEL PERÚ,600
diputado,Lima Provincias,4,ALIANZA ELECTORAL VENCEREMOS,564
diputado,Lima Provincias,4,PARTIDO POLÍTICO COOPERACIÓN POPULAR,518
diputado,Lima Provincias,4,LIBERTAD POPULAR,499
diputado,Lima Provincias,4,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,453
diputado,Lima Provincias,4,PARTIDO DEMÓCRATA VERDE,416
diputado,Lima Provincias,4,PARTIDO MORADO,393
diputado,Lima Provincias,4,FE EN EL PERÚ,346
diputado,Lima Provincias,4,PARTIDO POLÍTICO PRIN,339
diputado,Lima Provincias,4,UNIDAD NACIONAL,288
diputado,Lima Provincias,4,UN CAMINO DIFERENTE,235
diputado,Lima Provincias,4,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,209
diputado,Lima Provincias,4,PARTIDO DEMOCRATICO FEDERAL,193
diputado,Lima Provincias,4,SALVEMOS AL PERÚ,140
diputado,Lima Provincias,4,PERÚ MODERNO,120
diputado,Lima Provincias,4,FUERZA Y LIBERTAD,119
diputado,Loreto,4,VOTOS EN BLANCO,11584
diputado,Loreto,4,VOTOS NULOS,10612
diputado,Loreto,4,FUERZA POPULAR,8734
diputado,Loreto,4,ALIANZA PARA EL PROGRESO,6835
diputado,Loreto,4,JUNTOS POR EL PERÚ,3825
diputado,Loreto,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,3273
diputado,Loreto,4,PARTIDO DEMOCRÁTICO SOMOS PERÚ,3257
diputado,Loreto,4,RENOVACIÓN POPULAR,2889
diputado,Loreto,4,PARTIDO CÍVICO OBRAS,1207
diputado,Loreto,4,AHORA NACIÓN - AN,1018
diputado,Loreto,4,PARTIDO POLÍTICO PERÚ PRIMERO,965
diputado,Loreto,4,PARTIDO PAÍS PARA TODOS,952
diputado,Loreto,4,PODEMOS PERÚ,697
diputado,Loreto,4,PARTIDO DEL BUEN GOBIERNO,587
diputado,Loreto,4,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,299
diputado,Loreto,4,ALIANZA ELECTORAL VENCEREMOS,296
diputado,Loreto,4,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",240
diputado,Loreto,4,PARTIDO APRISTA PERUANO,222
diputado,Loreto,4,FUERZA Y LIBERTAD,178
diputado,Loreto,4,PARTIDO FRENTE DE LA ESPERANZA 2021,172
diputado,Loreto,4,PARTIDO DEMÓCRATA VERDE,151
diputado,Loreto,4,PARTIDO POLÍTICO COOPERACIÓN POPULAR,123
diputado,Loreto,4,PARTIDO MORADO,94
diputado,Loreto,4,PERÚ MODERNO,90
diputado,Loreto,4,PROGRESEMOS,88
diputado,Loreto,4,LIBERTAD POPULAR,85
diputado,Loreto,4,SALVEMOS AL PERÚ,82
diputado,Loreto,4,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,65
diputado,Loreto,4,FE EN EL PERÚ,40
diputado,Loreto,4,UN CAMINO DIFERENTE,38
diputado,Loreto,4,UNIDAD NACIONAL,37
diputado,Loreto,4,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,32
diputado,Loreto,4,PARTIDO DEMOCRATICO FEDERAL,25
diputado,Madre de Dios,2,VOTOS NULOS,4532
diputado,Madre de Dios,2,JUNTOS POR EL PERÚ,3236
diputado,Madre de Dios,2,VOTOS EN BLANCO,2857
diputado,Madre de Dios,2,PARTIDO CÍVICO OBRAS,1631
diputado,Madre de Dios,2,FUERZA POPULAR,1570
diputado,Madre de Dios,2,AHORA NACIÓN - AN,1403
diputado,Madre de Dios,2,PARTIDO DEL BUEN GOBIERNO,1160
diputado,Madre de Dios,2,ALIANZA PARA EL PROGRESO,849
diputado,Madre de Dios,2,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,756
diputado,Madre de Dios,2,PARTIDO PAÍS PARA TODOS,660
diputado,Madre de Dios,2,PARTIDO FRENTE DE LA ESPERANZA 2021,549
diputado,Madre de Dios,2,PARTIDO POLÍTICO PERÚ PRIMERO,537
diputado,Madre de Dios,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,527
diputado,Madre de Dios,2,RENOVACIÓN POPULAR,365
diputado,Madre de Dios,2,PODEMOS PERÚ,299
diputado,Madre de Dios,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,292
diputado,Madre de Dios,2,PROGRESEMOS,267
diputado,Madre de Dios,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,264
diputado,Madre de Dios,2,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",248
diputado,Madre de Dios,2,UNIDAD NACIONAL,231
diputado,Madre de Dios,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,181
diputado,Madre de Dios,2,PARTIDO APRISTA PERUANO,178
diputado,Madre de Dios,2,PARTIDO DEMÓCRATA UNIDO PERÚ,165
diputado,Madre de Dios,2,ALIANZA ELECTORAL VENCEREMOS,109
diputado,Madre de Dios,2,PARTIDO DEMÓCRATA VERDE,83
diputado,Madre de Dios,2,PERÚ MODERNO,73
diputado,Madre de Dios,2,FUERZA Y LIBERTAD,66
diputado,Madre de Dios,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,45
diputado,Madre de Dios,2,LIBERTAD POPULAR,45
diputado,Madre de Dios,2,SALVEMOS AL PERÚ,28
diputado,Madre de Dios,2,UN CAMINO DIFERENTE,26
diputado,Madre de Dios,2,PARTIDO DEMOCRATICO FEDERAL,22
diputado,Madre de Dios,2,PARTIDO POLÍTICO PERÚ ACCIÓN,17
diputado,Moquegua,2,VOTOS EN BLANCO,7330
diputado,Moquegua,2,VOTOS NULOS,6460
diputado,Moquegua,2,JUNTOS POR EL PERÚ,4821
diputado,Moquegua,2,PARTIDO DEL BUEN GOBIERNO,4182
diputado,Moquegua,2,AHORA NACIÓN - AN,3506
diputado,Moquegua,2,PARTIDO POLÍTICO PERÚ PRIMERO,2590
diputado,Moquegua,2,RENOVACIÓN POPULAR,2520
diputado,Moquegua,2,PARTIDO FRENTE DE LA ESPERANZA 2021,1982
diputado,Moquegua,2,FUERZA POPULAR,1978
diputado,Moquegua,2,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1765
diputado,Moquegua,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1394
diputado,Moquegua,2,PARTIDO PAÍS PARA TODOS,1352
diputado,Moquegua,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,913
diputado,Moquegua,2,PROGRESEMOS,901
diputado,Moquegua,2,PODEMOS PERÚ,886
diputado,Moquegua,2,ALIANZA ELECTORAL VENCEREMOS,744
diputado,Moquegua,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,605
diputado,Moquegua,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,578
diputado,Moquegua,2,ALIANZA PARA EL PROGRESO,560
diputado,Moquegua,2,PARTIDO APRISTA PERUANO,518
diputado,Moquegua,2,PARTIDO DEMÓCRATA UNIDO PERÚ,481
diputado,Moquegua,2,PARTIDO POLÍTICO PRIN,238
diputado,Moquegua,2,UNIDAD NACIONAL,215
diputado,Moquegua,2,PERÚ MODERNO,205
diputado,Moquegua,2,FUERZA Y LIBERTAD,178
diputado,Moquegua,2,LIBERTAD POPULAR,160
diputado,Moquegua,2,PARTIDO DEMÓCRATA VERDE,147
diputado,Moquegua,2,UN CAMINO DIFERENTE,147
diputado,Moquegua,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,114
diputado,Moquegua,2,PARTIDO DEMOCRATICO FEDERAL,76
diputado,Pasco,2,VOTOS EN BLANCO,11056
diputado,Pasco,2,FUERZA POPULAR,7723
diputado,Pasco,2,VOTOS NULOS,7391
diputado,Pasco,2,RENOVACIÓN POPULAR,4323
diputado,Pasco,2,PODEMOS PERÚ,2595
diputado,Pasco,2,PARTIDO CÍVICO OBRAS,2318
diputado,Pasco,2,AHORA NACIÓN - AN,2292
diputado,Pasco,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2149
diputado,Pasco,2,ALIANZA PARA EL PROGRESO,1950
diputado,Pasco,2,PARTIDO FRENTE DE LA ESPERANZA 2021,1481
diputado,Pasco,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1250
diputado,Pasco,2,PARTIDO PAÍS PARA TODOS,761
diputado,Pasco,2,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",647
diputado,Pasco,2,PARTIDO POLÍTICO PERÚ PRIMERO,414
diputado,Pasco,2,PARTIDO MORADO,383
diputado,Pasco,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,297
diputado,Pasco,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,284
diputado,Pasco,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,222
diputado,Pasco,2,PARTIDO APRISTA PERUANO,220
diputado,Pasco,2,PARTIDO DEMÓCRATA VERDE,194
diputado,Pasco,2,ALIANZA ELECTORAL VENCEREMOS,185
diputado,Pasco,2,PROGRESEMOS,154
diputado,Pasco,2,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,96
diputado,Pasco,2,LIBERTAD POPULAR,90
diputado,Pasco,2,FUERZA Y LIBERTAD,87
diputado,Pasco,2,UN CAMINO DIFERENTE,71
diputado,Pasco,2,PARTIDO POLÍTICO PRIN,51
diputado,Pasco,2,UNIDAD NACIONAL,39
diputado,Piura,7,VOTOS EN BLANCO,16876
diputado,Piura,7,VOTOS NULOS,11214
diputado,Piura,7,FUERZA POPULAR,10476
diputado,Piura,7,PODEMOS PERÚ,2964
diputado,Piura,7,PARTIDO CÍVICO OBRAS,2582
diputado,Piura,7,PARTIDO DEL BUEN GOBIERNO,2372
diputado,Piura,7,PARTIDO PAÍS PARA TODOS,2199
diputado,Piura,7,ALIANZA PARA EL PROGRESO,1807
diputado,Piura,7,RENOVACIÓN POPULAR,1643
diputado,Piura,7,AHORA NACIÓN - AN,1343
diputado,Piura,7,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1152
diputado,Piura,7,PARTIDO DEMÓCRATA UNIDO PERÚ,1007
diputado,Piura,7,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",839
diputado,Piura,7,PARTIDO POLÍTICO PERÚ PRIMERO,733
diputado,Piura,7,PARTIDO SICREO,624
diputado,Piura,7,PARTIDO APRISTA PERUANO,619
diputado,Piura,7,ALIANZA ELECTORAL VENCEREMOS,568
diputado,Piura,7,PARTIDO FRENTE DE LA ESPERANZA 2021,402
diputado,Piura,7,PARTIDO PATRIÓTICO DEL PERÚ,369
diputado,Piura,7,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,362
diputado,Piura,7,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,237
diputado,Piura,7,PARTIDO POLÍTICO PRIN,196
diputado,Piura,7,PARTIDO POLÍTICO COOPERACIÓN POPULAR,183
diputado,Piura,7,UN CAMINO DIFERENTE,181
diputado,Piura,7,PARTIDO DEMÓCRATA VERDE,180
diputado,Piura,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,170
diputado,Piura,7,PROGRESEMOS,166
diputado,Piura,7,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,134
diputado,Piura,7,LIBERTAD POPULAR,118
diputado,Piura,7,UNIDAD NACIONAL,113
diputado,Piura,7,PARTIDO DEMOCRATICO FEDERAL,87
diputado,Piura,7,FUERZA Y LIBERTAD,83
diputado,Piura,7,FE EN EL PERÚ,78
diputado,Piura,7,SALVEMOS AL PERÚ,77
diputado,Piura,7,PARTIDO MORADO,74
diputado,Piura,7,PARTIDO POLÍTICO PERÚ ACCIÓN,59
diputado,Puno,5,JUNTOS POR EL PERÚ,26047
diputado,Puno,5,VOTOS NULOS,16931
diputado,Puno,5,VOTOS EN BLANCO,13164
diputado,Puno,5,PARTIDO CÍVICO OBRAS,12360
diputado,Puno,5,AHORA NACIÓN - AN,7688
diputado,Puno,5,PARTIDO POLÍTICO COOPERACIÓN POPULAR,5744
diputado,Puno,5,ALIANZA ELECTORAL VENCEREMOS,4428
diputado,Puno,5,PARTIDO FRENTE DE LA ESPERANZA 2021,2398
diputado,Puno,5,PARTIDO DEL BUEN GOBIERNO,1966
diputado,Puno,5,FUERZA POPULAR,1783
diputado,Puno,5,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1777
diputado,Puno,5,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1746
diputado,Puno,5,PARTIDO DEMÓCRATA UNIDO PERÚ,1622
diputado,Puno,5,PODEMOS PERÚ,1230
diputado,Puno,5,ALIANZA PARA EL PROGRESO,1011
diputado,Puno,5,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1007
diputado,Puno,5,PARTIDO POLÍTICO PERÚ PRIMERO,1004
diputado,Puno,5,PARTIDO PAÍS PARA TODOS,984
diputado,Puno,5,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",947
diputado,Puno,5,RENOVACIÓN POPULAR,897
diputado,Puno,5,PROGRESEMOS,732
diputado,Puno,5,PARTIDO DEMÓCRATA VERDE,547
diputado,Puno,5,PARTIDO PATRIÓTICO DEL PERÚ,518
diputado,Puno,5,PARTIDO DEMOCRATICO FEDERAL,244
diputado,Puno,5,PARTIDO APRISTA PERUANO,217
diputado,Puno,5,PARTIDO POLÍTICO PRIN,197
diputado,Puno,5,FUERZA Y LIBERTAD,193
diputado,Puno,5,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,192
diputado,Puno,5,SALVEMOS AL PERÚ,189
diputado,Puno,5,LIBERTAD POPULAR,176
diputado,Puno,5,UNIDAD NACIONAL,169
diputado,Puno,5,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,145
diputado,Puno,5,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,106
diputado,Puno,5,UN CAMINO DIFERENTE,76
diputado,Puno,5,PERÚ MODERNO,21
diputado,San Martín,4,VOTOS EN BLANCO,9396
diputado,San Martín,4,VOTOS NULOS,9021
diputado,San Martín,4,FUERZA POPULAR,5840
diputado,San Martín,4,JUNTOS POR EL PERÚ,5588
diputado,San Martín,4,RENOVACIÓN POPULAR,2822
diputado,San Martín,4,PARTIDO CÍVICO OBRAS,2601
diputado,San Martín,4,PARTIDO DEL BUEN GOBIERNO,1748
diputado,San Martín,4,ALIANZA PARA EL PROGRESO,1648
diputado,San Martín,4,AHORA NACIÓN - AN,1402
diputado,San Martín,4,PARTIDO PAÍS PARA TODOS,1056
diputado,San Martín,4,PARTIDO DEMOCRÁTICO SOMOS PERÚ,890
diputado,San Martín,4,PODEMOS PERÚ,799
diputado,San Martín,4,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,717
diputado,San Martín,4,PARTIDO POLÍTICO PERÚ PRIMERO,518
diputado,San Martín,4,PARTIDO MORADO,440
diputado,San Martín,4,PARTIDO APRISTA PERUANO,393
diputado,San Martín,4,ALIANZA ELECTORAL VENCEREMOS,345
diputado,San Martín,4,PARTIDO DEMÓCRATA UNIDO PERÚ,314
diputado,San Martín,4,PARTIDO PATRIÓTICO DEL PERÚ,270
diputado,San Martín,4,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,264
diputado,San Martín,4,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,240
diputado,San Martín,4,PARTIDO FRENTE DE LA ESPERANZA 2021,220
diputado,San Martín,4,PARTIDO POLÍTICO PRIN,207
diputado,San Martín,4,PARTIDO POLÍTICO COOPERACIÓN POPULAR,207
diputado,San Martín,4,PARTIDO DEMÓCRATA VERDE,193
diputado,San Martín,4,UNIDAD NACIONAL,167
diputado,San Martín,4,PROGRESEMOS,128
diputado,San Martín,4,FE EN EL PERÚ,120
diputado,San Martín,4,UN CAMINO DIFERENTE,105
diputado,San Martín,4,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,86
diputado,San Martín,4,SALVEMOS AL PERÚ,76
diputado,San Martín,4,FUERZA Y LIBERTAD,62
diputado,San Martín,4,PARTIDO DEMOCRATICO FEDERAL,48
diputado,Tacna,2,ALIANZA ELECTORAL VENCEREMOS,0
diputado,Tacna,2,PARTIDO CÍVICO OBRAS,0
diputado,Tacna,2,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0
diputado,Tacna,2,PARTIDO DEMÓCRATA VERDE,0
diputado,Tacna,2,PARTIDO DEL BUEN GOBIERNO,0
diputado,Tacna,2,PARTIDO POLÍTICO PERÚ ACCIÓN,0
diputado,Tacna,2,PROGRESEMOS,0
diputado,Tacna,2,PARTIDO SICREO,0
diputado,Tacna,2,PARTIDO PAÍS PARA TODOS,0
diputado,Tacna,2,PARTIDO FRENTE DE LA ESPERANZA 2021,0
diputado,Tacna,2,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0
diputado,Tacna,2,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",0
diputado,Tacna,2,JUNTOS POR EL PERÚ,0
diputado,Tacna,2,PODEMOS PERÚ,0
diputado,Tacna,2,PARTIDO DEMOCRATICO FEDERAL,0
diputado,Tacna,2,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0
diputado,Tacna,2,FUERZA POPULAR,0
diputado,Tacna,2,ALIANZA PARA EL PROGRESO,0
diputado,Tacna,2,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0
diputado,Tacna,2,AHORA NACIÓN - AN,0
diputado,Tacna,2,LIBERTAD POPULAR,0
diputado,Tacna,2,UN CAMINO DIFERENTE,0
diputado,Tacna,2,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0
diputado,Tacna,2,PARTIDO POLÍTICO PERÚ PRIMERO,0
diputado,Tacna,2,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0
diputado,Tacna,2,PARTIDO APRISTA PERUANO,0
diputado,Tacna,2,RENOVACIÓN POPULAR,0
diputado,Tacna,2,FUERZA Y LIBERTAD,0
diputado,Tacna,2,UNIDAD NACIONAL,0
diputado,Tacna,2,VOTOS EN BLANCO,0
diputado,Tacna,2,VOTOS NULOS,0
diputado,Tumbes,2,VOTOS NULOS,1936
diputado,Tumbes,2,VOTOS EN BLANCO,1770
diputado,Tumbes,2,FUERZA POPULAR,1402
