pct_escrutado,cargo,dept,seats,partido,votes
23.068,senador,Áncash,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,473
23.068,senador,Áncash,1,PARTIDO APRISTA PERUANO,393
23.068,senador,Áncash,1,LIBERTAD POPULAR,377
23.068,senador,Áncash,1,ALIANZA ELECTORAL VENCEREMOS,335
23.068,senador,Áncash,1,PROGRESEMOS,280
23.068,senador,Áncash,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,279
23.068,senador,Áncash,1,PARTIDO PATRIÓTICO DEL PERÚ,271
23.068,senador,Áncash,1,PARTIDO DEMÓCRATA UNIDO PERÚ,264
23.068,senador,Áncash,1,PARTIDO POLÍTICO PERÚ PRIMERO,263
23.068,senador,Áncash,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,194
23.068,senador,Áncash,1,PARTIDO MORADO,114
23.068,senador,Áncash,1,FE EN EL PERÚ,100
23.068,senador,Áncash,1,UN CAMINO DIFERENTE,98
23.068,senador,Áncash,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,71
23.068,senador,Áncash,1,SALVEMOS AL PERÚ,63
23.068,senador,Áncash,1,UNIDAD NACIONAL,63
23.068,senador,Áncash,1,PARTIDO POLÍTICO PERÚ ACCIÓN,57
23.068,senador,Áncash,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,55
23.068,senador,Áncash,1,PARTIDO DEMOCRATICO FEDERAL,52
23.068,senador,Áncash,1,FUERZA Y LIBERTAD,50
23.068,senador,Áncash,1,PARTIDO POLÍTICO PRIN,48
23.068,senador,Áncash,1,PERÚ MODERNO,12
23.068,senador,Apurímac,1,JUNTOS POR EL PERÚ,9186
23.068,senador,Apurímac,1,VOTOS EN BLANCO,4312
23.068,senador,Apurímac,1,VOTOS NULOS,4019
23.068,senador,Apurímac,1,PARTIDO CÍVICO OBRAS,2275
23.068,senador,Apurímac,1,AHORA NACIÓN - AN,2261
23.068,senador,Apurímac,1,FUERZA POPULAR,930
23.068,senador,Apurímac,1,PARTIDO DEL BUEN GOBIERNO,883
23.068,senador,Apurímac,1,PARTIDO DEMÓCRATA UNIDO PERÚ,645
23.068,senador,Apurímac,1,ALIANZA PARA EL PROGRESO,567
23.068,senador,Apurímac,1,RENOVACIÓN POPULAR,511
23.068,senador,Apurímac,1,PROGRESEMOS,438
23.068,senador,Apurímac,1,PODEMOS PERÚ,413
23.068,senador,Apurímac,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,383
23.068,senador,Apurímac,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,270
23.068,senador,Apurímac,1,ALIANZA ELECTORAL VENCEREMOS,259
23.068,senador,Apurímac,1,PARTIDO PAÍS PARA TODOS,251
23.068,senador,Apurímac,1,PARTIDO FRENTE DE LA ESPERANZA 2021,211
23.068,senador,Apurímac,1,PARTIDO POLÍTICO PERÚ PRIMERO,176
23.068,senador,Apurímac,1,PARTIDO PATRIÓTICO DEL PERÚ,169
23.068,senador,Apurímac,1,LIBERTAD POPULAR,161
23.068,senador,Apurímac,1,SALVEMOS AL PERÚ,127
23.068,senador,Apurímac,1,PARTIDO DEMÓCRATA VERDE,122
23.068,senador,Apurímac,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,117
23.068,senador,Apurímac,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,112
23.068,senador,Apurímac,1,PARTIDO APRISTA PERUANO,106
23.068,senador,Apurímac,1,PARTIDO MORADO,92
23.068,senador,Apurímac,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,80
23.068,senador,Apurímac,1,PARTIDO POLÍTICO PRIN,79
23.068,senador,Apurímac,1,FUERZA Y LIBERTAD,75
23.068,senador,Apurímac,1,PARTIDO DEMOCRATICO FEDERAL,45
23.068,senador,Apurímac,1,UNIDAD NACIONAL,42
23.068,senador,Apurímac,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,40
23.068,senador,Apurímac,1,UN CAMINO DIFERENTE,13
23.068,senador,Apurímac,1,PERÚ MODERNO,6
23.068,senador,Arequipa,1,VOTOS NULOS,5891
23.068,senador,Arequipa,1,VOTOS EN BLANCO,4989
23.068,senador,Arequipa,1,JUNTOS POR EL PERÚ,4432
23.068,senador,Arequipa,1,PARTIDO DEL BUEN GOBIERNO,4384
23.068,senador,Arequipa,1,PARTIDO CÍVICO OBRAS,3465
23.068,senador,Arequipa,1,PARTIDO PAÍS PARA TODOS,2523
23.068,senador,Arequipa,1,AHORA NACIÓN - AN,2421
23.068,senador,Arequipa,1,RENOVACIÓN POPULAR,2223
23.068,senador,Arequipa,1,FUERZA POPULAR,2132
23.068,senador,Arequipa,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",936
23.068,senador,Arequipa,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,801
23.068,senador,Arequipa,1,PARTIDO FRENTE DE LA ESPERANZA 2021,795
23.068,senador,Arequipa,1,PARTIDO POLÍTICO PERÚ PRIMERO,624
23.068,senador,Arequipa,1,PODEMOS PERÚ,583
23.068,senador,Arequipa,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,505
23.068,senador,Arequipa,1,PARTIDO APRISTA PERUANO,471
23.068,senador,Arequipa,1,ALIANZA PARA EL PROGRESO,467
23.068,senador,Arequipa,1,ALIANZA ELECTORAL VENCEREMOS,344
23.068,senador,Arequipa,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,315
23.068,senador,Arequipa,1,PROGRESEMOS,236
23.068,senador,Arequipa,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,137
23.068,senador,Arequipa,1,PARTIDO DEMÓCRATA VERDE,135
23.068,senador,Arequipa,1,PARTIDO MORADO,131
23.068,senador,Arequipa,1,UNIDAD NACIONAL,95
23.068,senador,Arequipa,1,UN CAMINO DIFERENTE,92
23.068,senador,Arequipa,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,66
23.068,senador,Arequipa,1,FUERZA Y LIBERTAD,66
23.068,senador,Arequipa,1,PARTIDO DEMOCRATICO FEDERAL,64
23.068,senador,Arequipa,1,PERÚ MODERNO,57
23.068,senador,Arequipa,1,PARTIDO POLÍTICO PERÚ ACCIÓN,56
23.068,senador,Arequipa,1,FE EN EL PERÚ,54
23.068,senador,Arequipa,1,SALVEMOS AL PERÚ,36
23.068,senador,Arequipa,1,PARTIDO POLÍTICO PRIN,35
23.068,senador,Arequipa,1,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,32
23.068,senador,Ayacucho,1,JUNTOS POR EL PERÚ,5736
23.068,senador,Ayacucho,1,VOTOS NULOS,3852
23.068,senador,Ayacucho,1,VOTOS EN BLANCO,3826
23.068,senador,Ayacucho,1,AHORA NACIÓN - AN,2242
23.068,senador,Ayacucho,1,PARTIDO CÍVICO OBRAS,1864
23.068,senador,Ayacucho,1,FUERZA POPULAR,1031
23.068,senador,Ayacucho,1,PODEMOS PERÚ,862
23.068,senador,Ayacucho,1,PARTIDO DEL BUEN GOBIERNO,539
23.068,senador,Ayacucho,1,ALIANZA ELECTORAL VENCEREMOS,474
23.068,senador,Ayacucho,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,434
23.068,senador,Ayacucho,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,414
23.068,senador,Ayacucho,1,PARTIDO DEMÓCRATA UNIDO PERÚ,302
23.068,senador,Ayacucho,1,RENOVACIÓN POPULAR,298
23.068,senador,Ayacucho,1,PARTIDO FRENTE DE LA ESPERANZA 2021,261
23.068,senador,Ayacucho,1,ALIANZA PARA EL PROGRESO,258
23.068,senador,Ayacucho,1,PARTIDO POLÍTICO PERÚ PRIMERO,257
23.068,senador,Ayacucho,1,PARTIDO PAÍS PARA TODOS,216
23.068,senador,Ayacucho,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,215
23.068,senador,Ayacucho,1,LIBERTAD POPULAR,201
23.068,senador,Ayacucho,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,165
23.068,senador,Ayacucho,1,PROGRESEMOS,124
23.068,senador,Ayacucho,1,UN CAMINO DIFERENTE,114
23.068,senador,Ayacucho,1,PARTIDO DEMÓCRATA VERDE,104
23.068,senador,Ayacucho,1,PARTIDO APRISTA PERUANO,101
23.068,senador,Ayacucho,1,SALVEMOS AL PERÚ,60
23.068,senador,Ayacucho,1,FUERZA Y LIBERTAD,40
23.068,senador,Ayacucho,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,32
23.068,senador,Ayacucho,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,18
23.068,senador,Ayacucho,1,UNIDAD NACIONAL,11
23.068,senador,Cajamarca,1,VOTOS EN BLANCO,23874
23.068,senador,Cajamarca,1,VOTOS NULOS,5568
23.068,senador,Cajamarca,1,FUERZA POPULAR,3552
23.068,senador,Cajamarca,1,PARTIDO CÍVICO OBRAS,3184
23.068,senador,Cajamarca,1,AHORA NACIÓN - AN,1552
23.068,senador,Cajamarca,1,ALIANZA PARA EL PROGRESO,1357
23.068,senador,Cajamarca,1,PODEMOS PERÚ,1207
23.068,senador,Cajamarca,1,PARTIDO DEL BUEN GOBIERNO,1154
23.068,senador,Cajamarca,1,RENOVACIÓN POPULAR,809
23.068,senador,Cajamarca,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,739
23.068,senador,Cajamarca,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,655
23.068,senador,Cajamarca,1,PARTIDO PAÍS PARA TODOS,566
23.068,senador,Cajamarca,1,PARTIDO POLÍTICO PERÚ PRIMERO,550
23.068,senador,Cajamarca,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",532
23.068,senador,Cajamarca,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,378
23.068,senador,Cajamarca,1,PARTIDO FRENTE DE LA ESPERANZA 2021,329
23.068,senador,Cajamarca,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,277
23.068,senador,Cajamarca,1,ALIANZA ELECTORAL VENCEREMOS,246
23.068,senador,Cajamarca,1,PARTIDO APRISTA PERUANO,216
23.068,senador,Cajamarca,1,LIBERTAD POPULAR,157
23.068,senador,Cajamarca,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,151
23.068,senador,Cajamarca,1,PARTIDO DEMÓCRATA VERDE,134
23.068,senador,Cajamarca,1,UN CAMINO DIFERENTE,127
23.068,senador,Cajamarca,1,PARTIDO DEMÓCRATA UNIDO PERÚ,111
23.068,senador,Cajamarca,1,UNIDAD NACIONAL,97
23.068,senador,Cajamarca,1,PROGRESEMOS,88
23.068,senador,Cajamarca,1,PARTIDO DEMOCRATICO FEDERAL,87
23.068,senador,Cajamarca,1,SALVEMOS AL PERÚ,76
23.068,senador,Cajamarca,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,69
23.068,senador,Cajamarca,1,FUERZA Y LIBERTAD,32
23.068,senador,Cajamarca,1,PERÚ MODERNO,20
23.068,senador,Callao,1,VOTOS NULOS,72845
23.068,senador,Callao,1,FUERZA POPULAR,59426
23.068,senador,Callao,1,PARTIDO DEL BUEN GOBIERNO,54323
23.068,senador,Callao,1,RENOVACIÓN POPULAR,51819
23.068,senador,Callao,1,VOTOS EN BLANCO,49086
23.068,senador,Callao,1,PARTIDO PAÍS PARA TODOS,30597
23.068,senador,Callao,1,PARTIDO CÍVICO OBRAS,24211
23.068,senador,Callao,1,AHORA NACIÓN - AN,23511
23.068,senador,Callao,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",15930
23.068,senador,Callao,1,JUNTOS POR EL PERÚ,9573
23.068,senador,Callao,1,PARTIDO APRISTA PERUANO,6643
23.068,senador,Callao,1,PARTIDO FRENTE DE LA ESPERANZA 2021,4373
23.068,senador,Callao,1,PODEMOS PERÚ,3865
23.068,senador,Callao,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,3755
23.068,senador,Callao,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,3725
23.068,senador,Callao,1,ALIANZA PARA EL PROGRESO,3691
23.068,senador,Callao,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,3533
23.068,senador,Callao,1,UNIDAD NACIONAL,2899
23.068,senador,Callao,1,PROGRESEMOS,2875
23.068,senador,Callao,1,PARTIDO MORADO,2505
23.068,senador,Callao,1,PARTIDO POLÍTICO PERÚ PRIMERO,2344
23.068,senador,Callao,1,LIBERTAD POPULAR,1967
23.068,senador,Callao,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1861
23.068,senador,Callao,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1585
23.068,senador,Callao,1,PARTIDO DEMÓCRATA UNIDO PERÚ,1418
23.068,senador,Callao,1,PARTIDO DEMÓCRATA VERDE,1416
23.068,senador,Callao,1,ALIANZA ELECTORAL VENCEREMOS,1348
23.068,senador,Callao,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1229
23.068,senador,Callao,1,FUERZA Y LIBERTAD,772
23.068,senador,Callao,1,PARTIDO POLÍTICO PERÚ ACCIÓN,607
23.068,senador,Callao,1,PARTIDO POLÍTICO PRIN,464
23.068,senador,Callao,1,FE EN EL PERÚ,457
23.068,senador,Callao,1,SALVEMOS AL PERÚ,339
23.068,senador,Callao,1,PERÚ MODERNO,219
23.068,senador,Cusco,1,JUNTOS POR EL PERÚ,7619
23.068,senador,Cusco,1,VOTOS NULOS,6963
23.068,senador,Cusco,1,VOTOS EN BLANCO,5225
23.068,senador,Cusco,1,PARTIDO CÍVICO OBRAS,4775
23.068,senador,Cusco,1,AHORA NACIÓN - AN,4659
23.068,senador,Cusco,1,PARTIDO DEL BUEN GOBIERNO,2059
23.068,senador,Cusco,1,FUERZA POPULAR,1053
23.068,senador,Cusco,1,PARTIDO FRENTE DE LA ESPERANZA 2021,966
23.068,senador,Cusco,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,940
23.068,senador,Cusco,1,RENOVACIÓN POPULAR,794
23.068,senador,Cusco,1,PODEMOS PERÚ,643
23.068,senador,Cusco,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",636
23.068,senador,Cusco,1,ALIANZA ELECTORAL VENCEREMOS,613
23.068,senador,Cusco,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,592
23.068,senador,Cusco,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,547
23.068,senador,Cusco,1,PARTIDO PAÍS PARA TODOS,464
23.068,senador,Cusco,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,379
23.068,senador,Cusco,1,ALIANZA PARA EL PROGRESO,374
23.068,senador,Cusco,1,PARTIDO PATRIÓTICO DEL PERÚ,366
23.068,senador,Cusco,1,PARTIDO APRISTA PERUANO,339
23.068,senador,Cusco,1,PROGRESEMOS,306
23.068,senador,Cusco,1,PARTIDO POLÍTICO PERÚ PRIMERO,271
23.068,senador,Cusco,1,PARTIDO DEMÓCRATA UNIDO PERÚ,233
23.068,senador,Cusco,1,PARTIDO DEMÓCRATA VERDE,173
23.068,senador,Cusco,1,LIBERTAD POPULAR,124
23.068,senador,Cusco,1,PARTIDO POLÍTICO PERÚ ACCIÓN,72
23.068,senador,Cusco,1,PARTIDO DEMOCRATICO FEDERAL,69
23.068,senador,Cusco,1,SALVEMOS AL PERÚ,69
23.068,senador,Cusco,1,FUERZA Y LIBERTAD,55
23.068,senador,Cusco,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,51
23.068,senador,Cusco,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,47
23.068,senador,Cusco,1,UN CAMINO DIFERENTE,46
23.068,senador,Cusco,1,UNIDAD NACIONAL,41
23.068,senador,Cusco,1,PERÚ MODERNO,25
23.068,senador,Huancavelica,1,JUNTOS POR EL PERÚ,5116
23.068,senador,Huancavelica,1,VOTOS EN BLANCO,4715
23.068,senador,Huancavelica,1,VOTOS NULOS,2484
23.068,senador,Huancavelica,1,ALIANZA PARA EL PROGRESO,1125
23.068,senador,Huancavelica,1,FUERZA POPULAR,907
23.068,senador,Huancavelica,1,PODEMOS PERÚ,553
23.068,senador,Huancavelica,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,359
23.068,senador,Huancavelica,1,RENOVACIÓN POPULAR,280
23.068,senador,Huancavelica,1,PARTIDO POLÍTICO PERÚ PRIMERO,241
23.068,senador,Huancavelica,1,ALIANZA ELECTORAL VENCEREMOS,219
23.068,senador,Huancavelica,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,211
23.068,senador,Huancavelica,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",192
23.068,senador,Huancavelica,1,PROGRESEMOS,168
23.068,senador,Huancavelica,1,PARTIDO PAÍS PARA TODOS,167
23.068,senador,Huancavelica,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,167
23.068,senador,Huancavelica,1,PARTIDO FRENTE DE LA ESPERANZA 2021,164
23.068,senador,Huancavelica,1,PARTIDO DEMÓCRATA VERDE,73
23.068,senador,Huancavelica,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,58
23.068,senador,Huancavelica,1,PARTIDO APRISTA PERUANO,55
23.068,senador,Huancavelica,1,PARTIDO POLÍTICO PERÚ ACCIÓN,37
23.068,senador,Huancavelica,1,UNIDAD NACIONAL,31
23.068,senador,Huancavelica,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,25
23.068,senador,Huancavelica,1,FUERZA Y LIBERTAD,23
23.068,senador,Huancavelica,1,UN CAMINO DIFERENTE,21
23.068,senador,Huancavelica,1,PERÚ MODERNO,4
23.068,senador,Huánuco,1,JUNTOS POR EL PERÚ,6686
23.068,senador,Huánuco,1,VOTOS NULOS,6226
23.068,senador,Huánuco,1,VOTOS EN BLANCO,5964
23.068,senador,Huánuco,1,FUERZA POPULAR,4061
23.068,senador,Huánuco,1,PARTIDO CÍVICO OBRAS,2945
23.068,senador,Huánuco,1,RENOVACIÓN POPULAR,1669
23.068,senador,Huánuco,1,AHORA NACIÓN - AN,1279
23.068,senador,Huánuco,1,PARTIDO PAÍS PARA TODOS,1260
23.068,senador,Huánuco,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,1043
23.068,senador,Huánuco,1,PARTIDO DEL BUEN GOBIERNO,756
23.068,senador,Huánuco,1,PODEMOS PERÚ,699
23.068,senador,Huánuco,1,ALIANZA PARA EL PROGRESO,365
23.068,senador,Huánuco,1,PARTIDO POLÍTICO PERÚ PRIMERO,304
23.068,senador,Huánuco,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",301
23.068,senador,Huánuco,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,290
23.068,senador,Huánuco,1,PARTIDO FRENTE DE LA ESPERANZA 2021,285
23.068,senador,Huánuco,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,271
23.068,senador,Huánuco,1,PARTIDO DEMÓCRATA UNIDO PERÚ,228
23.068,senador,Huánuco,1,ALIANZA ELECTORAL VENCEREMOS,222
23.068,senador,Huánuco,1,PARTIDO DEMÓCRATA VERDE,180
23.068,senador,Huánuco,1,LIBERTAD POPULAR,169
23.068,senador,Huánuco,1,PARTIDO APRISTA PERUANO,148
23.068,senador,Huánuco,1,PROGRESEMOS,114
23.068,senador,Huánuco,1,FE EN EL PERÚ,78
23.068,senador,Huánuco,1,UN CAMINO DIFERENTE,77
23.068,senador,Huánuco,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,69
23.068,senador,Huánuco,1,UNIDAD NACIONAL,64
23.068,senador,Huánuco,1,PARTIDO MORADO,64
23.068,senador,Huánuco,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,50
23.068,senador,Huánuco,1,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,30
23.068,senador,Huánuco,1,PERÚ MODERNO,25
23.068,senador,Huánuco,1,FUERZA Y LIBERTAD,21
23.068,senador,Ica,1,VOTOS NULOS,1909
23.068,senador,Ica,1,FUERZA POPULAR,1488
23.068,senador,Ica,1,VOTOS EN BLANCO,1459
23.068,senador,Ica,1,PARTIDO DEL BUEN GOBIERNO,903
23.068,senador,Ica,1,PARTIDO PAÍS PARA TODOS,804
23.068,senador,Ica,1,PARTIDO CÍVICO OBRAS,708
23.068,senador,Ica,1,RENOVACIÓN POPULAR,618
23.068,senador,Ica,1,AHORA NACIÓN - AN,474
23.068,senador,Ica,1,JUNTOS POR EL PERÚ,447
23.068,senador,Ica,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",294
23.068,senador,Ica,1,ALIANZA PARA EL PROGRESO,274
23.068,senador,Ica,1,PODEMOS PERÚ,268
23.068,senador,Ica,1,PARTIDO FRENTE DE LA ESPERANZA 2021,165
23.068,senador,Ica,1,PARTIDO APRISTA PERUANO,150
23.068,senador,Ica,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,131
23.068,senador,Ica,1,PROGRESEMOS,110
23.068,senador,Ica,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,101
23.068,senador,Ica,1,PARTIDO POLÍTICO PERÚ PRIMERO,96
23.068,senador,Ica,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,62
23.068,senador,Ica,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,57
23.068,senador,Ica,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,55
23.068,senador,Ica,1,LIBERTAD POPULAR,47
23.068,senador,Ica,1,PARTIDO MORADO,47
23.068,senador,Ica,1,ALIANZA ELECTORAL VENCEREMOS,45
23.068,senador,Ica,1,PARTIDO DEMÓCRATA UNIDO PERÚ,43
23.068,senador,Ica,1,FUERZA Y LIBERTAD,34
23.068,senador,Ica,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,31
23.068,senador,Ica,1,UNIDAD NACIONAL,31
23.068,senador,Ica,1,PARTIDO DEMÓCRATA VERDE,30
23.068,senador,Ica,1,PARTIDO POLÍTICO PERÚ ACCIÓN,26
23.068,senador,Ica,1,PERÚ MODERNO,24
23.068,senador,Ica,1,UN CAMINO DIFERENTE,12
23.068,senador,Ica,1,PARTIDO DEMOCRATICO FEDERAL,8
23.068,senador,Ica,1,SALVEMOS AL PERÚ,8
23.068,senador,Ica,1,PARTIDO POLÍTICO PRIN,3
23.068,senador,Junín,1,VOTOS NULOS,3506
23.068,senador,Junín,1,VOTOS EN BLANCO,2921
23.068,senador,Junín,1,FUERZA POPULAR,2614
23.068,senador,Junín,1,AHORA NACIÓN - AN,1725
23.068,senador,Junín,1,PARTIDO CÍVICO OBRAS,1337
23.068,senador,Junín,1,JUNTOS POR EL PERÚ,1268
23.068,senador,Junín,1,RENOVACIÓN POPULAR,1039
23.068,senador,Junín,1,PARTIDO DEL BUEN GOBIERNO,852
23.068,senador,Junín,1,PODEMOS PERÚ,700
23.068,senador,Junín,1,ALIANZA PARA EL PROGRESO,698
23.068,senador,Junín,1,PARTIDO PAÍS PARA TODOS,617
23.068,senador,Junín,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,586
23.068,senador,Junín,1,PARTIDO FRENTE DE LA ESPERANZA 2021,264
23.068,senador,Junín,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,236
23.068,senador,Junín,1,FUERZA Y LIBERTAD,190
23.068,senador,Junín,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,182
23.068,senador,Junín,1,PARTIDO DEMÓCRATA UNIDO PERÚ,158
23.068,senador,Junín,1,ALIANZA ELECTORAL VENCEREMOS,153
23.068,senador,Junín,1,PARTIDO POLÍTICO PERÚ PRIMERO,130
23.068,senador,Junín,1,PROGRESEMOS,114
23.068,senador,Junín,1,PARTIDO DEMÓCRATA VERDE,95
23.068,senador,Junín,1,PARTIDO MORADO,75
23.068,senador,Junín,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,57
23.068,senador,Junín,1,LIBERTAD POPULAR,50
23.068,senador,Junín,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,39
23.068,senador,Junín,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,39
23.068,senador,Junín,1,PARTIDO POLÍTICO PERÚ ACCIÓN,35
23.068,senador,Junín,1,UN CAMINO DIFERENTE,35
23.068,senador,Junín,1,UNIDAD NACIONAL,34
23.068,senador,Junín,1,PARTIDO POLÍTICO PRIN,19
23.068,senador,Junín,1,SALVEMOS AL PERÚ,15
23.068,senador,Junín,1,PERÚ MODERNO,8
23.068,senador,La Libertad,1,VOTOS NULOS,5168
23.068,senador,La Libertad,1,VOTOS EN BLANCO,4478
23.068,senador,La Libertad,1,FUERZA POPULAR,3627
23.068,senador,La Libertad,1,JUNTOS POR EL PERÚ,2751
23.068,senador,La Libertad,1,UN CAMINO DIFERENTE,1823
23.068,senador,La Libertad,1,RENOVACIÓN POPULAR,1674
23.068,senador,La Libertad,1,PARTIDO DEL BUEN GOBIERNO,1605
23.068,senador,La Libertad,1,PARTIDO CÍVICO OBRAS,1277
23.068,senador,La Libertad,1,PARTIDO APRISTA PERUANO,1003
23.068,senador,La Libertad,1,ALIANZA PARA EL PROGRESO,992
23.068,senador,La Libertad,1,PARTIDO PAÍS PARA TODOS,908
23.068,senador,La Libertad,1,AHORA NACIÓN - AN,864
23.068,senador,La Libertad,1,PODEMOS PERÚ,629
23.068,senador,La Libertad,1,PARTIDO SICREO,583
23.068,senador,La Libertad,1,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",467
23.068,senador,La Libertad,1,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,284
23.068,senador,La Libertad,1,PARTIDO DEMOCRÁTICO SOMOS PERÚ,259
23.068,senador,La Libertad,1,PARTIDO FRENTE DE LA ESPERANZA 2021,214
23.068,senador,La Libertad,1,PARTIDO POLÍTICO PERÚ PRIMERO,171
23.068,senador,La Libertad,1,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,163
23.068,senador,La Libertad,1,PARTIDO PATRIÓTICO DEL PERÚ,154
23.068,senador,La Libertad,1,PARTIDO MORADO,146
23.068,senador,La Libertad,1,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,116
23.068,senador,La Libertad,1,PROGRESEMOS,105
23.068,senador,La Libertad,1,ALIANZA ELECTORAL VENCEREMOS,88
23.068,senador,La Libertad,1,PARTIDO DEMÓCRATA UNIDO PERÚ,76
23.068,senador,La Libertad,1,PARTIDO DEMÓCRATA VERDE,73
23.068,senador,La Libertad,1,FE EN EL PERÚ,66
23.068,senador,La Libertad,1,LIBERTAD POPULAR,65
23.068,senador,La Libertad,1,PARTIDO POLÍTICO COOPERACIÓN POPULAR,59
23.068,senador,La Libertad,1,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,45
23.068,senador,La Libertad,1,UNIDAD NACIONAL,45
23.068,senador,La Libertad,1,FUERZA Y LIBERTAD,37
23.068,senador,La Libertad,1,PARTIDO POLÍTICO PERÚ ACCIÓN,36
23.068,senador,La Libertad,1,PARTIDO DEMOCRATICO FEDERAL,22
23.068,senador,Lambayeque,1,FUERZA POPULAR,812
